,nodeid,mon,yr,total_sales_volume,total_sales_price,pm_total_sales_volume,pm_total_sales_price,l3m_total_sales_volume,l3m_total_sales_price,l12m_total_sales_volume,l12m_total_sales_price,numreviews_by_period,avgrating_by_period,numreviews,avgrating
0,2950,2.0,2012.0,12,123.65,22,229.93,130,1298.76,1327,14450.32,0.0,0.0,7.0,3.57
1,2950,2.0,2013.0,9,99.31,10,119.88,76,889.71,275,3054.69,0.0,0.0,7.0,3.57
2,2950,2.0,2014.0,5,49.22,0,0.0,86,1000.91,194,1530.04,0.0,0.0,7.0,3.57
3,2950,2.0,2015.0,2,12.95,4,404.65,18,739.62,72,2347.85,0.0,0.0,7.0,3.57
4,2950,2.0,2016.0,1,175.5,1,11.77,8,90.19,82,1398.9,0.0,0.0,7.0,3.57
5,2950,3.0,2012.0,22,267.61,12,123.65,75,737.04,1339,14573.97,0.0,0.0,7.0,3.57
6,2950,3.0,2013.0,26,25.9,9,99.31,52,600.36,272,3030.35,0.0,0.0,7.0,3.57
7,2950,3.0,2014.0,6,71.2,5,49.22,46,525.74,190,1479.95,1.0,2.0,7.0,3.57
8,2950,3.0,2015.0,2,195.0,2,12.95,12,490.75,69,2311.58,0.0,0.0,7.0,3.57
9,2950,3.0,2016.0,0,0.0,1,175.5,3,200.22,81,1561.45,0.0,0.0,7.0,3.57
10,2950,4.0,2011.0,3,37.42,0,0.0,0,0.0,0,0.0,0.0,0.0,7.0,3.57
11,2950,4.0,2012.0,11,122.74,22,267.61,56,621.19,1361,14841.58,0.0,0.0,7.0,3.57
12,2950,4.0,2013.0,7,87.92,26,25.9,45,245.09,276,2788.64,0.0,0.0,7.0,3.57
13,2950,4.0,2014.0,12,623.28,6,71.2,11,120.42,170,1525.25,1.0,5.0,7.0,3.57
14,2950,4.0,2015.0,5,55.71,2,195.0,8,612.6,65,2435.38,0.0,0.0,7.0,3.57
15,2950,4.0,2016.0,2,22.01,0,0.0,2,187.27,79,1366.45,0.0,0.0,7.0,3.57
16,2950,5.0,2011.0,478,5227.56,3,37.42,3,37.42,3,37.42,0.0,0.0,7.0,3.57
17,2950,5.0,2012.0,33,369.79,11,122.74,45,514.0,1369,14926.9,0.0,0.0,7.0,3.57
18,2950,5.0,2013.0,41,57.75,7,87.92,42,213.13,272,2753.82,0.0,0.0,7.0,3.57
19,2950,5.0,2014.0,10,453.97,12,623.28,23,743.7,175,2060.61,0.0,0.0,7.0,3.57
20,2950,5.0,2015.0,31,116.65,5,55.71,9,263.66,58,1867.81,0.0,0.0,7.0,3.57
21,2950,5.0,2016.0,2,23.31,2,22.01,3,197.51,76,1332.75,0.0,0.0,7.0,3.57
22,2950,6.0,2011.0,190,2114.54,478,5227.56,481,5264.98,481,5264.98,0.0,0.0,7.0,3.57
23,2950,6.0,2012.0,32,354.5,33,369.79,66,760.14,924,10069.13,0.0,0.0,7.0,3.57
24,2950,6.0,2013.0,5,43.51,41,57.75,74,171.57,280,2441.78,0.0,0.0,7.0,3.57
25,2950,6.0,2014.0,9,102.3,10,453.97,28,1148.45,144,2456.83,0.0,0.0,7.0,3.57
26,2950,6.0,2015.0,10,288.35,31,116.65,38,367.36,79,1530.49,0.0,0.0,7.0,3.57
27,2950,6.0,2016.0,0,0.0,2,23.31,4,45.32,47,1239.41,0.0,0.0,7.0,3.57
28,2950,7.0,2011.0,155,1679.6,190,2114.54,671,7379.52,671,7379.52,0.0,0.0,7.0,3.57
29,2950,7.0,2012.0,38,407.41,32,354.5,76,847.03,766,8309.09,0.0,0.0,7.0,3.57
30,2950,7.0,2013.0,6,70.46,5,43.51,53,189.18,253,2130.79,0.0,0.0,7.0,3.57
31,2950,7.0,2014.0,2,25.9,9,102.3,31,1179.55,148,2515.62,0.0,0.0,7.0,3.57
32,2950,7.0,2015.0,12,317.35,10,288.35,46,460.71,80,1716.54,0.0,0.0,7.0,3.57
33,2950,7.0,2016.0,328,12.95,0,0.0,4,45.32,37,951.06,0.0,0.0,7.0,3.57
34,2950,8.0,2011.0,134,1542.08,155,1679.6,823,9021.7,826,9059.12,0.0,0.0,7.0,3.57
35,2950,8.0,2012.0,15,105.5,38,407.41,103,1131.7,649,7036.9,0.0,0.0,7.0,3.57
36,2950,8.0,2013.0,2,12.95,6,70.46,52,171.72,221,1793.84,0.0,0.0,7.0,3.57
37,2950,8.0,2014.0,3,38.2,2,25.9,21,582.17,144,2471.06,1.0,4.0,7.0,3.57
38,2950,8.0,2015.0,7,77.7,12,317.35,53,722.35,90,2007.99,0.0,0.0,7.0,3.57
39,2950,8.0,2016.0,0,0.0,328,12.95,330,36.26,353,646.66,0.0,0.0,7.0,3.57
40,2950,9.0,2011.0,100,1148.56,134,1542.08,479,5336.22,960,10601.2,0.0,0.0,7.0,3.57
41,2950,9.0,2012.0,22,257.39,15,105.5,85,867.41,530,5600.32,0.0,0.0,7.0,3.57
42,2950,9.0,2013.0,6,70.46,2,12.95,13,126.92,208,1701.29,0.0,0.0,7.0,3.57
43,2950,9.0,2014.0,2,25.9,3,38.2,14,166.4,145,2496.31,0.0,0.0,7.0,3.57
44,2950,9.0,2015.0,3,220.9,7,77.7,29,683.4,94,2047.49,0.0,0.0,7.0,3.57
45,2950,10.0,2011.0,137,1401.8,100,1148.56,389,4370.24,1060,11749.76,0.0,0.0,7.0,3.57
46,2950,10.0,2012.0,14,156.39,22,257.39,75,770.3,452,4709.15,0.0,0.0,7.0,3.57
47,2950,10.0,2013.0,6,60.87,6,70.46,14,153.87,192,1514.36,0.0,0.0,7.0,3.57
48,2950,10.0,2014.0,5,218.26,2,25.9,7,90.0,141,2451.75,0.0,0.0,7.0,3.57
49,2950,10.0,2015.0,2,24.1,3,220.9,22,615.95,95,2242.49,0.0,0.0,7.0,3.57
50,2950,11.0,2011.0,67,685.37,137,1401.8,371,4092.44,1197,13151.56,0.0,0.0,7.0,3.57
51,2950,11.0,2012.0,33,388.66,14,156.39,51,519.28,329,3463.74,0.0,0.0,7.0,3.57
52,2950,11.0,2013.0,45,524.39,6,60.87,14,144.28,184,1418.84,0.0,0.0,7.0,3.57
53,2950,11.0,2014.0,8,261.82,5,218.26,10,282.36,140,2609.14,0.0,0.0,7.0,3.57
54,2950,11.0,2015.0,6,65.47,2,24.1,12,322.7,92,2048.33,0.0,0.0,7.0,3.57
55,2950,12.0,2011.0,41,383.46,67,685.37,304,3235.73,1264,13836.93,0.0,0.0,7.0,3.57
56,2950,12.0,2012.0,33,381.17,33,388.66,69,802.44,295,3167.03,0.0,0.0,7.0,3.57
57,2950,12.0,2013.0,41,476.52,45,524.39,57,655.72,196,1554.57,0.0,0.0,7.0,3.57
58,2950,12.0,2014.0,6,73.15,8,261.82,15,505.98,103,2346.57,0.0,0.0,7.0,3.57
59,2950,12.0,2015.0,1,12.95,6,65.47,11,310.47,90,1851.98,0.0,0.0,7.0,3.57
60,2950,1.0,2012.0,22,229.93,41,383.46,245,2470.63,1305,14220.39,0.0,0.0,7.0,3.57
61,2950,1.0,2013.0,10,119.88,33,381.17,80,926.22,287,3164.74,0.0,0.0,7.0,3.57
62,2950,1.0,2014.0,0,0.0,41,476.52,92,1061.78,204,1649.92,0.0,0.0,7.0,3.57
63,2950,1.0,2015.0,4,404.65,6,73.15,19,553.23,68,1943.2,0.0,0.0,7.0,3.57
64,2950,1.0,2016.0,1,11.77,1,12.95,9,102.52,85,1791.78,0.0,0.0,7.0,3.57
65,3179,2.0,2011.0,165,1016.88,552,2844.8,732,5354.46,1776,24286.85,0.0,0.0,2.0,4.5
66,3179,2.0,2012.0,30,0.0,0,0.0,3,48.29,593,3058.49,0.0,0.0,2.0,4.5
67,3179,2.0,2014.0,0,0.0,5,0.0,5,0.0,5,0.0,0.0,0.0,2.0,4.5
68,3179,3.0,2010.0,1,7.95,0,0.0,5,39.75,5,39.75,0.0,0.0,2.0,4.5
69,3179,3.0,2011.0,55,1017.73,165,1016.88,797,4925.04,1941,25303.73,0.0,0.0,2.0,4.5
70,3179,3.0,2012.0,1,10.0,30,0.0,30,0.0,458,2041.61,0.0,0.0,2.0,4.5
71,3179,4.0,2010.0,186,3030.33,1,7.95,1,7.95,6,47.7,0.0,0.0,2.0,4.5
72,3179,4.0,2011.0,80,391.43,55,1017.73,772,4879.41,1995,26313.51,0.0,0.0,2.0,4.5
73,3179,4.0,2012.0,0,0.0,1,10.0,31,10.0,404,1033.88,0.0,0.0,2.0,4.5
74,3179,5.0,2010.0,131,1968.12,186,3030.33,187,3038.28,192,3078.03,0.0,0.0,2.0,4.5
75,3179,5.0,2011.0,217,176.95,80,391.43,300,2426.04,1889,23674.61,0.0,0.0,2.0,4.5
76,3179,6.0,2010.0,222,4258.25,131,1968.12,318,5006.4,323,5046.15,0.0,0.0,2.0,4.5
77,3179,6.0,2011.0,3,59.04,217,176.95,352,1586.11,1975,21883.44,0.0,0.0,2.0,4.5
78,3179,7.0,2010.0,100,1887.55,222,4258.25,539,9256.7,545,9304.4,0.0,0.0,2.0,4.5
79,3179,7.0,2011.0,3,49.36,3,59.04,300,627.42,1756,17684.23,0.0,0.0,2.0,4.5
80,3179,7.0,2016.0,315,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,4.5
81,3179,8.0,2010.0,181,3503.04,100,1887.55,453,8113.92,645,11191.95,0.0,0.0,2.0,4.5
82,3179,8.0,2011.0,7,115.91,3,49.36,223,285.35,1659,15846.04,0.0,0.0,2.0,4.5
83,3179,8.0,2016.0,0,0.0,315,0.0,315,0.0,315,0.0,0.0,0.0,2.0,4.5
84,3179,9.0,2010.0,85,1653.44,181,3503.04,503,9648.84,826,14694.99,0.0,0.0,2.0,4.5
85,3179,9.0,2011.0,3,47.31,7,115.91,13,224.31,1485,12458.91,0.0,0.0,2.0,4.5
86,3179,10.0,2010.0,138,2623.71,85,1653.44,366,7044.03,911,16348.43,0.0,0.0,2.0,4.5
87,3179,10.0,2011.0,57,135.59,3,47.31,13,212.58,1403,10852.78,0.0,0.0,2.0,4.5
88,3179,10.0,2014.0,1,0.0,0,0.0,0,0.0,5,0.0,0.0,0.0,2.0,4.5
89,3179,11.0,2010.0,100,1446.3,138,2623.71,404,7780.19,1049,18972.14,0.0,0.0,2.0,4.5
90,3179,11.0,2011.0,3,48.29,57,135.59,67,298.81,1322,8364.66,0.0,0.0,2.0,4.5
91,3179,11.0,2014.0,0,0.0,1,0.0,1,0.0,6,0.0,0.0,0.0,2.0,4.5
92,3179,12.0,2009.0,5,39.75,0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,4.5
93,3179,12.0,2010.0,80,1063.36,100,1446.3,323,5723.45,1149,20418.44,0.0,0.0,2.0,4.5
94,3179,12.0,2011.0,0,0.0,3,48.29,63,231.19,1225,6966.65,0.0,0.0,2.0,4.5
95,3179,1.0,2010.0,0,0.0,5,39.75,5,39.75,5,39.75,0.0,0.0,2.0,4.5
96,3179,1.0,2011.0,552,2844.8,80,1063.36,318,5133.37,1224,21442.05,0.0,0.0,2.0,4.5
97,3179,1.0,2014.0,5,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,4.5
98,3188,2.0,2013.0,83,2484.01,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,2.0
99,3188,2.0,2014.0,12,345.0,20,534.0,159,4383.0,3900,93475.31,0.0,0.0,1.0,2.0
100,3188,2.0,2015.0,0,0.0,2,60.0,7,201.0,100,2905.43,0.0,0.0,1.0,2.0
101,3188,2.0,2016.0,1,30.0,0,0.0,5,138.0,17,498.0,0.0,0.0,1.0,2.0
102,3188,3.0,2013.0,435,12583.8,83,2484.01,83,2484.01,83,2484.01,0.0,0.0,1.0,2.0
103,3188,3.0,2014.0,12,348.0,12,345.0,130,3678.0,3829,91336.3,0.0,0.0,1.0,2.0
104,3188,3.0,2015.0,1,30.0,0,0.0,4,117.0,88,2560.43,0.0,0.0,1.0,2.0
105,3188,3.0,2016.0,2,60.0,1,30.0,3,84.0,18,528.0,0.0,0.0,1.0,2.0
106,3188,4.0,2013.0,819,22924.2,435,12583.8,518,15067.81,518,15067.81,0.0,0.0,1.0,2.0
107,3188,4.0,2014.0,9,260.88,12,348.0,44,1227.0,3406,79100.5,0.0,0.0,1.0,2.0
108,3188,4.0,2015.0,1,30.0,1,30.0,3,90.0,77,2242.43,0.0,0.0,1.0,2.0
109,3188,4.0,2016.0,1,30.0,2,60.0,3,90.0,19,558.0,0.0,0.0,1.0,2.0
110,3188,5.0,2013.0,771,19832.5,819,22924.2,1337,37992.01,1337,37992.01,0.0,0.0,1.0,2.0
111,3188,5.0,2014.0,6,171.0,9,260.88,33,953.88,2596,56437.18,0.0,0.0,1.0,2.0
112,3188,5.0,2015.0,2,60.0,1,30.0,2,60.0,69,2011.55,0.0,0.0,1.0,2.0
113,3188,5.0,2016.0,2,60.0,1,30.0,4,120.0,19,558.0,0.0,0.0,1.0,2.0
114,3188,6.0,2013.0,544,7822.8,771,19832.5,2025,55340.5,2108,57824.51,0.0,0.0,1.0,2.0
115,3188,6.0,2014.0,8,225.8,6,171.0,27,779.88,1831,36775.68,0.0,0.0,1.0,2.0
116,3188,6.0,2015.0,1,30.0,2,60.0,4,120.0,65,1900.55,0.0,0.0,1.0,2.0
117,3188,6.0,2016.0,3,90.0,2,60.0,5,150.0,19,558.0,0.0,0.0,1.0,2.0
118,3188,7.0,2013.0,195,5439.0,544,7822.8,2134,50579.5,2652,65647.31,0.0,0.0,1.0,2.0
119,3188,7.0,2014.0,10,294.0,8,225.8,23,657.68,1295,29178.68,0.0,0.0,1.0,2.0
120,3188,7.0,2015.0,2,60.0,1,30.0,4,120.0,58,1704.75,0.0,0.0,1.0,2.0
121,3188,7.0,2016.0,1,30.0,3,90.0,6,180.0,21,618.0,0.0,0.0,1.0,2.0
122,3188,8.0,2013.0,449,6297.0,195,5439.0,1510,33094.3,2847,71086.31,0.0,0.0,1.0,2.0
123,3188,8.0,2014.0,6,177.0,10,294.0,24,690.8,1110,24033.68,0.0,0.0,1.0,2.0
124,3188,8.0,2015.0,0,0.0,2,60.0,5,150.0,50,1470.75,0.0,0.0,1.0,2.0
125,3188,8.0,2016.0,0,0.0,1,30.0,6,180.0,20,588.0,0.0,0.0,1.0,2.0
126,3188,9.0,2013.0,389,10149.0,449,6297.0,1188,19558.8,3296,77383.31,0.0,0.0,1.0,2.0
127,3188,9.0,2014.0,29,852.75,6,177.0,24,696.8,667,17913.68,0.0,0.0,1.0,2.0
128,3188,9.0,2015.0,2,60.0,0,0.0,3,90.0,44,1293.75,0.0,0.0,1.0,2.0
129,3188,9.0,2016.0,5,0.0,0,0.0,4,120.0,20,588.0,0.0,0.0,1.0,2.0
130,3188,10.0,2013.0,56,1560.0,389,10149.0,1033,21885.0,3685,87532.31,0.0,0.0,1.0,2.0
131,3188,10.0,2014.0,1,30.0,29,852.75,45,1323.75,307,8617.43,0.0,0.0,1.0,2.0
132,3188,10.0,2015.0,3,90.0,2,60.0,4,120.0,17,501.0,0.0,0.0,1.0,2.0
133,3188,10.0,2016.0,0,0.0,5,0.0,6,30.0,23,528.0,0.0,0.0,1.0,2.0
134,3188,11.0,2013.0,41,1050.0,56,1560.0,894,18006.0,3741,89092.31,0.0,0.0,1.0,2.0
135,3188,11.0,2014.0,3,84.0,1,30.0,36,1059.75,252,7087.43,0.0,0.0,1.0,2.0
136,3188,11.0,2015.0,3,84.0,3,90.0,5,150.0,19,561.0,0.0,0.0,1.0,2.0
137,3188,12.0,2013.0,98,2799.0,41,1050.0,486,12759.0,3782,90142.31,0.0,0.0,1.0,2.0
138,3188,12.0,2014.0,2,57.0,3,84.0,33,966.75,214,6121.43,0.0,0.0,1.0,2.0
139,3188,12.0,2015.0,2,54.0,3,84.0,8,234.0,19,561.0,0.0,0.0,1.0,2.0
140,3188,1.0,2014.0,20,534.0,98,2799.0,195,5409.0,3880,92941.31,0.0,0.0,1.0,2.0
141,3188,1.0,2015.0,2,60.0,2,57.0,6,171.0,118,3379.43,0.0,0.0,1.0,2.0
142,3188,1.0,2016.0,0,0.0,2,54.0,8,228.0,19,558.0,0.0,0.0,1.0,2.0
143,3214,2.0,2012.0,1,10.0,7,86.32,160,2749.41,4390,76535.51,0.0,0.0,5.0,5.0
144,3214,2.0,2013.0,1,0.0,1,10.0,10,117.14,18,177.14,0.0,0.0,5.0,5.0
145,3214,2.0,2016.0,0,0.0,1,0.0,1,0.0,1,0.0,0.0,0.0,5.0,5.0
146,3214,3.0,2011.0,21,410.97,0,0.0,0,0.0,0,0.0,0.0,0.0,5.0,5.0
147,3214,3.0,2012.0,3,20.0,1,10.0,11,96.32,4391,76545.51,0.0,0.0,5.0,5.0
148,3214,3.0,2013.0,35,10.0,1,0.0,7,68.57,18,167.14,0.0,0.0,5.0,5.0
149,3214,3.0,2014.0,1,195.0,0,0.0,0,0.0,140,65.22,0.0,0.0,5.0,5.0
150,3214,4.0,2011.0,10,185.5,21,410.97,21,410.97,21,410.97,0.0,0.0,5.0,5.0
151,3214,4.0,2012.0,1,0.0,3,20.0,11,116.32,4373,76154.54,0.0,0.0,5.0,5.0
152,3214,4.0,2013.0,101,10.0,35,10.0,37,20.0,50,157.14,1.0,5.0,5.0,5.0
153,3214,4.0,2014.0,0,0.0,1,195.0,1,195.0,106,250.22,0.0,0.0,5.0,5.0
154,3214,5.0,2011.0,1607,27421.06,10,185.5,31,596.47,31,596.47,0.0,0.0,5.0,5.0
155,3214,5.0,2012.0,1,10.0,1,0.0,5,30.0,4364,75969.04,2.0,5.0,5.0,5.0
156,3214,5.0,2013.0,1,0.0,101,10.0,137,20.0,150,167.14,0.0,0.0,5.0,5.0
157,3214,6.0,2011.0,748,13308.6,1607,27421.06,1638,28017.53,1638,28017.53,0.0,0.0,5.0,5.0
158,3214,6.0,2012.0,0,0.0,1,10.0,5,30.0,2758,48557.98,0.0,0.0,5.0,5.0
159,3214,6.0,2013.0,1,10.0,1,0.0,137,20.0,150,157.14,0.0,0.0,5.0,5.0
160,3214,7.0,2011.0,456,8000.76,748,13308.6,2365,40915.16,2386,41326.13,0.0,0.0,5.0,5.0
161,3214,7.0,2012.0,1,10.0,0,0.0,2,10.0,2010,35249.38,0.0,0.0,5.0,5.0
162,3214,7.0,2013.0,0,0.0,1,10.0,103,20.0,151,167.14,0.0,0.0,5.0,5.0
163,3214,7.0,2014.0,20,0.0,0,0.0,0,0.0,3,230.22,0.0,0.0,5.0,5.0
164,3214,8.0,2011.0,513,9032.59,456,8000.76,2811,48730.42,2842,49326.89,0.0,0.0,5.0,5.0
165,3214,8.0,2012.0,0,0.0,1,10.0,2,20.0,1555,27258.62,0.0,0.0,5.0,5.0
166,3214,8.0,2014.0,0,0.0,20,0.0,20,0.0,23,230.22,0.0,0.0,5.0,5.0
167,3214,9.0,2011.0,292,5084.1,513,9032.59,1717,30341.95,3355,58359.48,0.0,0.0,5.0,5.0
168,3214,9.0,2013.0,2,35.22,0,0.0,1,10.0,150,157.14,0.0,0.0,5.0,5.0
169,3214,10.0,2011.0,583,10342.52,292,5084.1,1261,22117.45,3647,63443.58,0.0,0.0,5.0,5.0
170,3214,10.0,2012.0,1,10.0,0,0.0,1,10.0,750,13141.93,0.0,0.0,5.0,5.0
171,3214,10.0,2013.0,0,0.0,2,35.22,2,35.22,152,192.36,0.0,0.0,5.0,5.0
